name,good,bad
カキク,1,0
リョヘス,1,0
ダウタ,1,0
ギフメ,1,0
デヴア,1,0
キルサ,1,0
ゾゼラ,1,0
ソィシュ,1,0
タニャレ,1,0
ルベジ,1,0
ブタリュ,1,0
エタブ,1,0
ミョワパ,1,0
タユゼ,1,0
ニユナ,1,0
デセシュ,1,0
ユーミャ,1,0
シャバイ,1,0
バチョサ,1,0
チャテガ,1,0
ホシヒュ,1,0
シタズ,1,0
マドユ,1,0
シュニザ,1,0
セミャド,1,0
チシリュ,1,0
ミハザ,1,0
エギロ,1,0
トビョオ,1,0
ボショヒ,1,0
グムリュ,1,0
セキャラ,1,0
ペリュロ,1,0
ハリュテ,1,0
デトキャ,1,0
エズオ,1,0
デオビ,1,0
ハミュヴ,1,0
ーナム,0,1
パハユ,0,1
ヌヤト,0,1
ニヒキュ,0,1
モミョキャ,0,1
ゾミョゲ,0,1
レヂチュ,0,1
ヒョビョナ,0,1
ギャィア,0,1
ァナッ,0,1
ニュテビョ,0,1
ボィピョ,0,1
シャメチャ,0,1
ミャキュゼ,0,1
ダジュブ,0,1
パガプ,0,1
ギャキュデ,0,1
ミュチョショ,0,1
ズニュヘ,0,1
リョヌヒョ,0,1
リョセヂ,0,1
メチョチョ,0,1
ヤショミャ,0,1
ウジャニョ,0,1
ショニャメ,0,1
ウジョジュ,0,1
ピュコド,0,1
リャチョピ,0,1
ブソピョ,0,1
ピャワヒョ,0,1
ルピャプ,0,1
プビュヴ,0,1
オピュヨ,0,1
ピュロギョ,0,1
ピャミュショ,0,1
ピュボキャ,0,1
ツジャミョ,0,1
ッギム,0,1
ゾデニョ,0,1
ロニャミュ,0,1
ビヒュツ,0,1
ピャシャピュ,0,1
ァヒョブ,0,1
ドジョズ,0,1
フショシ,0,1
ジリャチャ,0,1
ジャギョミ,0,1
ジォゴ,0,1
ラヒヂ,0,1
サバビャ,0,1
ミャキョギ,0,1
メゲニャ,0,1
ダブホ,0,1
ヒェギュ,0,1
ゥブピ,0,1
ピャモニャ,0,1
ヒュギュピュ,0,1
チュェエ,0,1
ニャヒョソ,0,1
ムポメ,0,1
ペィォ,0,1
ブウピャ,0,1
