name,good,bad
ギョハラ,1,0
ジュセヤ,1,0
エンオ,1,0
チャチモ,1,0
ヒシュフ,1,0
スンス,1,0
ジョヘザ,1,0
イェタ,1,0
モジョメ,1,0
チベヨ,1,0
カガジュ,1,0
ヒョシク,1,0
ガサヒ,1,0
ザソマ,1,0
ギュゼナ,1,0
ミュゴト,1,0
キナリ,1,0
ポユネ,1,0
モツネ,1,0
モオヨ,1,0
ヘソメ,1,0
チタシ,1,0
ドヒュワ,1,0
オザベ,1,0
ポチョヘ,1,0
チバキュ,1,0
ユシャベ,1,0
キャペク,1,0
ルジャノ,1,0
ゼニョス,1,0
ジュシュラ,1,0
ジャクヒャ,1,0
レピョシ,1,0
ナツビョ,0,1
ウビャカ,0,1
フホピュ,0,1
ユエピュ,0,1
ーモジュ,0,1
ッサジョ,0,1
ッサセ,0,1
ムギョギ,0,1
ッイビョ,0,1
ビョァテ,0,1
ニョッヴ,0,1
ハミポ,0,1
キュエキ,0,1
エビョガ,0,1
ゴピフ,0,1
ォヒヒュ,0,1
ェアミュ,0,1
ゥサワ,0,1
ズアキャ,0,1
ォヤズ,0,1
ジュデヴ,0,1
ヌヨネ,0,1
ジョヴゥ,0,1
エゲヴ,0,1
キュギョギ,0,1
ヨキョデ,0,1
ィビュザ,0,1
ッルセ,0,1
プフゥ,0,1
キュヨデ,0,1
ギョォニ,0,1
フニョエ,0,1
チュハニャ,0,1
ロゲメ,0,1
キチュチャ,0,1
シャアェ,0,1
ププセ,0,1
ミガキャ,0,1
シュチュテ,0,1
ノピャジュ,0,1
ドジョヅ,0,1
シャピュコ,0,1
ヒュジャゼ,0,1
ビダワ,0,1
ピャォザ,0,1
ピョミュモ,0,1
ブボガ,0,1
ワァピュ,0,1
ビャギョガ,0,1
ガニャニュ,0,1
ビビュソ,0,1
ジャシチュ,0,1
ピャギュズ,0,1
ラリャリョ,0,1
ゾピュジョ,0,1
ラヅボ,0,1
ッギー,0,1
ギョカォ,0,1
ザァキョ,0,1
ギョヒョァ,0,1
ボダニョ,0,1
ブチュキャ,0,1
ォニョジュ,0,1
ピャニュピュ,0,1
ビュビョヒョ,0,1
ピュミュピャ,0,1
ジュニャギャ,0,1
