name,good,bad
トボノ,1,0
チワコ,1,0
コヴミ,1,0
トシャア,1,0
タフミャ,1,0
カエヴ,1,0
サルエ,1,0
カクヴ,1,0
スカカ,1,0
マセア,1,0
ジュトガ,1,0
ゴビュラ,1,0
アルチ,1,0
チャナヒ,1,0
ニモイ,1,0
ツオダ,1,0
チョミク,1,0
フレテ,1,0
ルキャエ,1,0
モメク,1,0
キュノジ,1,0
キャカシ,1,0
パケク,1,0
ノゥミョ,1,0
デリニュ,1,0
ピメジ,1,0
ゴムロ,1,0
バグチュ,1,0
ザウル,1,0
ヤラヒュ,1,0
ゼーヒ,1,0
ワリィ,1,0
ヨグロ,1,0
リャスィ,1,0
ロジェ,1,0
レパジュ,1,0
スビヌ,0,1
ハギュキ,0,1
ンキョト,0,1
ェスム,0,1
ソゾガ,0,1
ッァテ,0,1
チュニュエ,0,1
ニョニソ,0,1
ヅビャリ,0,1
ヴヌギャ,0,1
ゲヒピュ,0,1
ゴギュン,0,1
ズチョチ,0,1
パピャフ,0,1
ッメヂ,0,1
ヂリジャ,0,1
ブビャユ,0,1
ズメピ,0,1
トミュショ,0,1
バフヒャ,0,1
ヴブミ,0,1
ヒャウミュ,0,1
ムキョズ,0,1
パテビュ,0,1
ァヌピュ,0,1
バピチ,0,1
ィビュヨ,0,1
ヅケニュ,0,1
アボデ,0,1
ォビュマ,0,1
チョゾヤ,0,1
ピャジャコ,0,1
キョビャヘ,0,1
ホデチョ,0,1
チャユミョ,0,1
リャヒュト,0,1
メチャビョ,0,1
メゲヒュ,0,1
ションヂ,0,1
ニャァヘ,0,1
ニュサピ,0,1
プバショ,0,1
リャアニャ,0,1
ニュリョマ,0,1
リョレジョ,0,1
ジャヒャヘ,0,1
ガヂギ,0,1
アジャミャ,0,1
ジュクチュ,0,1
ジャコキャ,0,1
レジュビュ,0,1
ゾヒョプ,0,1
ニャバキャ,0,1
ォチョゲ,0,1
キャキュー,0,1
ザジョェ,0,1
ギャブキュ,0,1
キャシュジ,0,1
キュショチュ,0,1
ァジャニュ,0,1
チュチョァ,0,1
ジョリュピョ,0,1
ミョギュギュ,0,1
ミョピャチョ,0,1
