name,good,bad
アシャ,1,0
アチョ,1,0
イズ,1,0
コエ,1,0
ズイ,1,0
コメ,1,0
ツゥ,1,0
ソゴ,1,0
モイ,1,0
ウギ,1,0
チャエ,1,0
トミャ,1,0
モキ,1,0
クア,1,0
ソヨ,1,0
チャオ,1,0
ミャカ,1,0
コデ,1,0
ビュカ,1,0
ミョカ,1,0
ネィ,1,0
ザケ,1,0
キジ,1,0
カゼ,1,0
ナテ,1,0
バコ,1,0
ヌザ,1,0
ヒョサ,1,0
シャシ,1,0
トヨ,1,0
マミャ,1,0
ニョス,1,0
ミョソ,1,0
ヌハ,1,0
ニュタ,1,0
ニョテ,1,0
ヤリョ,1,0
モキョ,1,0
シュヒ,1,0
ビャヌ,1,0
ピュナ,1,0
ピョネ,1,0
ジュネ,1,0
モム,1,0
メブ,1,0
ギリ,1,0
ラヨ,1,0
レヨ,1,0
ギョレ,1,0
ジョン,1,0
レニョ,1,0
ザゼ,1,0
ゲジョ,1,0
ロバ,1,0
ワピ,1,0
ヴパ,1,0
ギャビ,1,0
ゼボ,1,0
ダプ,1,0
ビポ,1,0
ジショ,1,0
ポピ,1,0
ギョシュ,1,0
ミョシャ,1,0
ショショ,1,0
バジョ,1,0
シャリャ,1,0
キョジュ,1,0
ツビャ,0,1
フギョ,0,1
ッネ,0,1
ンニ,0,1
ミリョ,0,1
ズツ,0,1
ヘキョ,0,1
コミョ,0,1
サビョ,0,1
ァリ,0,1
チュヘ,0,1
ニョッ,0,1
ヒョヨ,0,1
ヨキョ,0,1
ゲッ,0,1
ガギュ,0,1
ビュビ,0,1
ピョボ,0,1
ゲヒョ,0,1
ボピ,0,1
ベィ,0,1
ゾヒュ,0,1
ピョゥ,0,1
ヂヒュ,0,1
ダミャ,0,1
ギュェ,0,1
ヅリャ,0,1
ペビョ,0,1
ポピョ,0,1
ミョビャ,0,1
ギョギャ,0,1
ジュジャ,0,1
