name,good,bad
エコ,1,0
ショハ,1,0
ガシ,1,0
チミョ,1,0
ライ,1,0
ヘカ,1,0
マト,1,0
ワケ,1,0
ヒョモ,1,0
ユガ,1,0
ビル,1,0
ヒョア,1,0
リャレ,1,0
ショギョ,1,0
ミュザ,1,0
ユリ,1,0
ナリョ,1,0
ボソ,1,0
ワニュ,1,0
チー,1,0
ナリ,1,0
シニョ,1,0
リュヴ,1,0
ゼジュ,1,0
コヴ,1,0
ポラ,1,0
ニュタ,1,0
ヒュバ,1,0
メル,1,0
アミ,1,0
オバ,1,0
キキャ,1,0
ブタ,1,0
ズノ,1,0
ショダ,1,0
ロゥ,1,0
エポ,1,0
ビャデ,1,0
ヌス,1,0
リヤ,1,0
ネケ,1,0
クヌ,1,0
ケゴ,1,0
ガズ,1,0
マキ,1,0
ロカ,1,0
ジョジ,1,0
ギュホ,1,0
キペ,1,0
クモ,1,0
オパ,1,0
ボジャ,1,0
ムト,1,0
ダミ,1,0
ショブ,1,0
ツペ,1,0
クリュ,1,0
サラ,1,0
ジュハ,1,0
ユナ,1,0
ビャロ,1,0
ニャゴ,1,0
アオ,1,0
ピャリャ,0,1
ビョガ,0,1
シュジョ,0,1
ピショ,0,1
デギョ,0,1
ビョケ,0,1
ポヒョ,0,1
プデ,0,1
ィグ,0,1
ビュジュ,0,1
チョビュ,0,1
ピャパ,0,1
ヅク,0,1
ネビョ,0,1
ヂゥ,0,1
ピョケ,0,1
リュピョ,0,1
ァヌ,0,1
ヌパ,0,1
ォゼ,0,1
ベベ,0,1
ヅヒュ,0,1
クビャ,0,1
ーグ,0,1
モッ,0,1
チギャ,0,1
ポゲ,0,1
ヘミョ,0,1
ヒョジュ,0,1
ヌペ,0,1
オィ,0,1
ォピャ,0,1
プヒュ,0,1
キュリョ,0,1
ピャピョ,0,1
ァヒョ,0,1
ラァ,0,1
