name,good,bad
コミャ,1,0
ミャオ,1,0
キョス,1,0
サギョ,1,0
シャモ,1,0
ルウ,1,0
セセ,1,0
ジャゼ,1,0
リョモ,1,0
カリャ,1,0
ホピュ,1,0
プタ,1,0
ヒャラ,1,0
シュシャ,1,0
バギョ,1,0
ソウ,1,0
ナヤ,1,0
ヒャラ,1,0
トプ,1,0
キャヨ,1,0
ユミュ,1,0
ヘゼ,1,0
ゾサ,1,0
フズ,1,0
ピザ,1,0
ニョリ,1,0
シュキュ,1,0
ギセ,1,0
キュレ,1,0
クル,1,0
ワリュ,1,0
カブ,1,0
ルタ,1,0
グヒ,1,0
ギョウ,1,0
ネツ,1,0
ヒャニュ,1,0
ミソ,1,0
ズユ,1,0
ヌプ,1,0
レシャ,1,0
サヴ,1,0
シチャ,1,0
カネ,1,0
ベア,1,0
ヒュロ,1,0
ムチ,1,0
ヨワ,1,0
マラ,1,0
ロヨ,1,0
リバ,1,0
ザニ,1,0
ゴテ,1,0
ギュム,1,0
ピャチ,1,0
ゲフ,1,0
ルキ,1,0
ムニュ,1,0
ピヤ,1,0
ヅウ,1,0
ホジャ,1,0
カト,1,0
キョケ,0,1
ミョニョ,0,1
ィネ,0,1
ピャチョ,0,1
ンチャ,0,1
ヅト,0,1
ンギ,0,1
キュァ,0,1
ピョヤ,0,1
ーショ,0,1
ビビュ,0,1
ユピョ,0,1
ジャミョ,0,1
ツィ,0,1
クヒュ,0,1
ヅニュ,0,1
ニャチョ,0,1
エピャ,0,1
ピュァ,0,1
ニャペ,0,1
ナァ,0,1
ニョッ,0,1
ヂバ,0,1
ゾジ,0,1
ェシ,0,1
ンワ,0,1
ブリュ,0,1
ミャェ,0,1
ギビュ,0,1
サギャ,0,1
ギャピ,0,1
ヌセ,0,1
ンホ,0,1
ヌィ,0,1
ンテ,0,1
キュヂ,0,1
ィキャ,0,1
ゲブ,0,1
