name,good,bad
ソマ,1,0
ミル,1,0
リャザ,1,0
ヨス,1,0
ジャユ,1,0
ニリュ,1,0
コム,1,0
アギ,1,0
ユショ,1,0
エモ,1,0
ペロ,1,0
ツヌ,1,0
リャチュ,1,0
オタ,1,0
ビャペ,1,0
ノヨ,1,0
ゲウ,1,0
リギ,1,0
メゲ,1,0
シメ,1,0
メカ,1,0
ホザ,1,0
ホリャ,1,0
ジャピ,1,0
ハシュ,1,0
コオ,1,0
ムキャ,1,0
スニュ,1,0
タオ,1,0
イパ,1,0
ラマ,1,0
ジャキ,1,0
ゼビ,1,0
ルセ,1,0
シャニュ,1,0
ピキ,1,0
ミァ,1,0
チョト,1,0
ミャン,1,0
ギャザ,1,0
リャズ,1,0
セモ,1,0
ポゼ,1,0
ピネ,1,0
ウグ,1,0
テシ,1,0
ゲナ,1,0
ロコ,1,0
ミョタ,1,0
ゼジ,1,0
ザフ,1,0
ハブ,1,0
マス,1,0
ジョラ,1,0
アパ,1,0
ヒャウ,1,0
プボ,1,0
ヒャラ,1,0
ボニュ,1,0
タニョ,1,0
リョル,1,0
アリュ,1,0
ショネ,1,0
ホソ,1,0
オチ,1,0
スモ,1,0
ビョユ,0,1
ニャビャ,0,1
ギダ,0,1
ィゲ,0,1
ヅジュ,0,1
ヴザ,0,1
ポベ,0,1
ェニョ,0,1
ビュヒョ,0,1
ピョォ,0,1
ェホ,0,1
ンジ,0,1
オピョ,0,1
ァメ,0,1
ギャリャ,0,1
ギュヤ,0,1
ォコ,0,1
ヒョツ,0,1
フフ,0,1
ピャプ,0,1
ガヒャ,0,1
ヂキ,0,1
ダミャ,0,1
テッ,0,1
ヒギョ,0,1
ギキャ,0,1
ペニュ,0,1
ツギョ,0,1
ジャビャ,0,1
ピャヅ,0,1
ギボ,0,1
ビュヅ,0,1
ヒョキョ,0,1
ヂエ,0,1
