name,good,bad
ニャア,1,0
アフ,1,0
セト,1,0
ケミ,1,0
スエ,1,0
カホ,1,0
イミ,1,0
ノナ,1,0
セル,1,0
チー,1,0
コー,1,0
ホテ,1,0
ジネ,1,0
ゲヒ,1,0
ガハ,1,0
テズ,1,0
ハメ,1,0
ツゼ,1,0
ハガ,1,0
プミ,1,0
ザト,1,0
フダ,1,0
バタ,1,0
ペク,1,0
ハプ,1,0
リョク,1,0
ケゼ,1,0
デヌ,1,0
ウニョ,1,0
ヒャク,1,0
グミ,1,0
ソゥ,1,0
ポツ,1,0
ハェ,1,0
ギャナ,1,0
ジョセ,1,0
ギョテ,1,0
チチャ,1,0
エリュ,1,0
ヴン,1,0
キュヘ,1,0
ビュト,1,0
サプ,1,0
ヨチュ,1,0
グユ,1,0
ヴグ,1,0
ルギ,1,0
ピャナ,1,0
ルグ,1,0
ショホ,1,0
ハビャ,1,0
チャヴ,1,0
ヒャネ,1,0
テミョ,1,0
ユバ,1,0
ピョハ,1,0
ナジュ,1,0
ジョズ,1,0
ビゴ,1,0
ムジュ,1,0
ワニョ,1,0
ゾザ,1,0
ビョヘ,1,0
メピャ,1,0
ゲバ,1,0
デゾ,1,0
スミュ,1,0
ベド,1,0
ピピ,1,0
ペパ,1,0
ダシャ,1,0
ミャビ,1,0
リャパ,1,0
ドリュ,1,0
オオ,0,1
ヌダ,0,1
イギャ,0,1
ッユ,0,1
ホキョ,0,1
ゥロ,0,1
ヨキャ,0,1
キャッ,0,1
デゲ,0,1
ユギュ,0,1
ヂゴ,0,1
ーギョ,0,1
ソミョ,0,1
ーィ,0,1
ポゥ,0,1
ショヂ,0,1
ィショ,0,1
ヂジュ,0,1
ショニャ,0,1
チャチュ,0,1
ジュシャ,0,1
ピャショ,0,1
リュニャ,0,1
パジャ,0,1
ボピョ,0,1
ギュジャ,0,1
