name,good,bad
ピュイ,1,0
クツ,1,0
ココ,1,0
クネ,1,0
イエ,1,0
アホ,1,0
タキ,1,0
コム,1,0
ツメ,1,0
デエ,1,0
ヒエ,1,0
ミオ,1,0
ネヒ,1,0
レカ,1,0
ウラ,1,0
イリュ,1,0
ノギ,1,0
ザニ,1,0
ジコ,1,0
ヤホ,1,0
ニズ,1,0
ゼヌ,1,0
ドケ,1,0
メム,1,0
バク,1,0
ダカ,1,0
セベ,1,0
ヘド,1,0
ピサ,1,0
ルヘ,1,0
ムロ,1,0
キョク,1,0
ニキョ,1,0
スペ,1,0
ニャル,1,0
ギャス,1,0
ネニュ,1,0
シャト,1,0
ギョツ,1,0
ビュシ,1,0
ヒョナ,1,0
ヤチャ,1,0
ヒャユ,1,0
グワ,1,0
ニョー,1,0
マチョ,1,0
キャニ,1,0
フヒャ,1,0
ヒミャ,1,0
ヨミュ,1,0
フギュ,1,0
キボ,1,0
ヒュマ,1,0
ルジャ,1,0
ヤジャ,1,0
ジョラ,1,0
ビュヘ,1,0
ミュマ,1,0
ダゼ,1,0
ワキュ,1,0
ロパ,1,0
ゼベ,1,0
ゾパ,1,0
ヒュゾ,1,0
ジィ,1,0
ショボ,1,0
ピプ,1,0
ポペ,1,0
リャバ,1,0
シュシュ,1,0
ミョピ,1,0
ブジャ,1,0
ツィ,0,1
ゥメ,0,1
ゲチ,0,1
ネペ,0,1
ェホ,0,1
ッメ,0,1
レッ,0,1
ォヴ,0,1
ギョヨ,0,1
ビャヒ,0,1
リビャ,0,1
ソヒョ,0,1
ーリャ,0,1
ユピョ,0,1
ワピョ,0,1
ィズ,0,1
ソビュ,0,1
ズギュ,0,1
ニョボ,0,1
キャォ,0,1
キョショ,0,1
コピャ,0,1
ジョキャ,0,1
リョニュ,0,1
ミョミャ,0,1
リャヒュ,0,1
ヒャピュ,0,1
ビュギュ,0,1
