name,good,bad
ヒョイ,1,0
キセ,1,0
エヌ,1,0
ヌア,1,0
ミョカ,1,0
ヘニ,1,0
ヨソ,1,0
ワニ,1,0
イリャ,1,0
イニュ,1,0
ゼク,1,0
ジヒ,1,0
ドソ,1,0
ボク,1,0
ズナ,1,0
ネビ,1,0
リモ,1,0
ヌパ,1,0
キョス,1,0
テチュ,1,0
スピ,1,0
トニュ,1,0
ベラ,1,0
ボト,1,0
ヒョロ,1,0
グル,1,0
ミャリ,1,0
リヴ,1,0
クデ,1,0
ミャナ,1,0
ムザ,1,0
ネギャ,1,0
ヒュナ,1,0
ション,1,0
ゴル,1,0
ハニャ,1,0
マチュ,1,0
リギ,1,0
ムニュ,1,0
ピュテ,1,0
ゼー,1,0
マニャ,1,0
ミョヴ,1,0
キョネ,1,0
ミャガ,1,0
コペ,1,0
ニョグ,1,0
ゲヴ,1,0
マミョ,1,0
レズ,1,0
オビョ,1,0
ジギ,1,0
ミャム,1,0
ロジュ,1,0
ピャゼ,1,0
ギョゼ,1,0
ゼザ,1,0
シチュ,1,0
レプ,1,0
レベ,1,0
ニョゼ,1,0
ピド,1,0
キミョ,1,0
シャビ,1,0
シュゼ,1,0
チュボ,1,0
デキュ,1,0
ジジョ,1,0
ボシャ,1,0
ミュチャ,1,0
ヒャミュ,1,0
ペジュ,1,0
ンテ,0,1
ーノ,0,1
ァサ,0,1
ァソ,0,1
リョソ,0,1
ミョッ,0,1
ヒャッ,0,1
ロヂ,0,1
ザヂ,0,1
ヅザ,0,1
ジャゾ,0,1
テピャ,0,1
ーァ,0,1
ギチョ,0,1
グェ,0,1
ゼキャ,0,1
ポベ,0,1
ビュベ,0,1
クギョ,0,1
ヅピャ,0,1
ギャェ,0,1
ジャゥ,0,1
ピョニュ,0,1
ミョミャ,0,1
シュビョ,0,1
ニャビュ,0,1
ヒュビョ,0,1
ビュギャ,0,1
