name,good,bad
エニョ,1,0
クオ,1,0
コホ,1,0
セグ,1,0
トシュ,1,0
コリ,1,0
ユイ,1,0
ソミ,1,0
ヘセ,1,0
ザカ,1,0
ソム,1,0
ムシ,1,0
チュカ,1,0
スシュ,1,0
ナゲ,1,0
ツヤ,1,0
ゼス,1,0
ズチ,1,0
ノボ,1,0
ノボ,1,0
ハニ,1,0
ザハ,1,0
ダノ,1,0
ポツ,1,0
マヒャ,1,0
ハゲ,1,0
ニム,1,0
マブ,1,0
ポノ,1,0
キョユ,1,0
デヤ,1,0
ヒュナ,1,0
チャル,1,0
ラム,1,0
シャハ,1,0
ヤヒュ,1,0
チョリ,1,0
ヒュン,1,0
ニュー,1,0
モヨ,1,0
リャロ,1,0
ジユ,1,0
レビョ,1,0
ヘガ,1,0
メワ,1,0
リン,1,0
ゼリ,1,0
リグ,1,0
ボザ,1,0
レポ,1,0
チャダ,1,0
ビパ,1,0
ペド,1,0
バプ,1,0
ニャペ,1,0
ゲシュ,1,0
シュピ,1,0
ボシャ,1,0
バリュ,1,0
カッ,0,1
ホピャ,0,1
キヒョ,0,1
キキョ,0,1
ーハ,0,1
ソリュ,0,1
チビョ,0,1
ィス,0,1
ケピュ,0,1
ミギャ,0,1
ラピョ,0,1
ビュヴ,0,1
ァッ,0,1
ンギ,0,1
ボッ,0,1
ギピョ,0,1
ンズ,0,1
ィゲ,0,1
ィゲ,0,1
プゲ,0,1
ヅデ,0,1
キョヅ,0,1
ペブ,0,1
ペィ,0,1
ヒョァ,0,1
ニョベ,0,1
ジミュ,0,1
ズニュ,0,1
ヅシュ,0,1
チュィ,0,1
ビャァ,0,1
ビョチョ,0,1
ァヒョ,0,1
ギャチュ,0,1
ピュシュ,0,1
シャギャ,0,1
ェジャ,0,1
パピョ,0,1
ギュニュ,0,1
ニョビュ,0,1
ギャピュ,0,1
