name,good,bad
ノエ,1,0
セー,1,0
コジュ,1,0
キニ,1,0
ジュキ,1,0
バイ,1,0
ビョマ,1,0
ポセ,1,0
チャニャ,1,0
ヤト,1,0
オジュ,1,0
セヤ,1,0
シュヴ,1,0
ジダ,1,0
ムネ,1,0
デオ,1,0
ハツ,1,0
ラニ,1,0
シク,1,0
ベキ,1,0
ダシ,1,0
ゲホ,1,0
ニョー,1,0
テプ,1,0
ピキ,1,0
ヌソ,1,0
ヅイ,1,0
グジャ,1,0
テモ,1,0
ミョフ,1,0
ズノ,1,0
ゾワ,1,0
チャシ,1,0
コヤ,1,0
カゲ,1,0
ニョノ,1,0
クプ,1,0
ハロ,1,0
トロ,1,0
ホヘ,1,0
ザヒ,1,0
ウモ,1,0
ゲヒ,1,0
ツヨ,1,0
ツゥ,1,0
コタ,1,0
レロ,1,0
ゲッ,0,1
ィミャ,0,1
ピャショ,0,1
キュド,0,1
ール,0,1
キャショ,0,1
ミュッ,0,1
サゥ,0,1
チヒュ,0,1
ィゴ,0,1
グピュ,0,1
ェピュ,0,1
ミュベ,0,1
ギョド,0,1
ピュゥ,0,1
クァ,0,1
ゼミャ,0,1
ンヒ,0,1
ヂビャ,0,1
ビャチ,0,1
ピョダ,0,1
ヘキュ,0,1
ヒャチョ,0,1
ジュキュ,0,1
ァギャ,0,1
ズキュ,0,1
ケォ,0,1
ォミュ,0,1
ボビョ,0,1
ンワ,0,1
ゲリョ,0,1
ーハ,0,1
ビョヘ,0,1
ーー,0,1
ータ,0,1
ビボ,0,1
グィ,0,1
バチャ,0,1
ェオ,0,1
カピョ,0,1
ニョヤ,0,1
ジャミョ,0,1
ドッ,0,1
ビッ,0,1
ドビュ,0,1
ォド,0,1
ォシュ,0,1
ワヒョ,0,1
ビュシャ,0,1
ギャベ,0,1
ィブ,0,1
ジャビュ,0,1
ヒュニョ,0,1
