name,good,bad
ビリ,1,0
スニュ,1,0
ヅモ,1,0
ユニ,1,0
オロ,1,0
フオ,1,0
ナイ,1,0
ヒモ,1,0
バジャ,1,0
シャヌ,1,0
イパ,1,0
ジテ,1,0
フソ,1,0
ヒョロ,1,0
ケヒ,1,0
ビレ,1,0
シモ,1,0
ゾカ,1,0
ジャピ,1,0
ノシ,1,0
バマ,1,0
ツレ,1,0
リャタ,1,0
トカ,1,0
フド,1,0
ゼキ,1,0
フリュ,1,0
キロ,1,0
ベメ,1,0
シャナ,1,0
ヒュク,1,0
クヘ,1,0
ギャウ,1,0
イギャ,1,0
キコ,1,0
キュゼ,1,0
セド,1,0
ヌボ,1,0
ホリョ,1,0
リー,1,0
フホ,1,0
ロハ,1,0
テベ,1,0
ミュケ,1,0
メチュ,1,0
ヴジュ,1,0
ミョニュ,1,0
ジュチョ,1,0
セロ,1,0
ミャス,1,0
ギャン,1,0
ゲゼ,1,0
ルー,1,0
ヒュメ,1,0
ソテ,1,0
ンキ,0,1
イジョ,0,1
マア,0,1
キョジ,0,1
キュヅ,0,1
ヂリュ,0,1
ジャビュ,0,1
ジョピュ,0,1
マビョ,0,1
ーヒャ,0,1
ヒュキュ,0,1
ヒョビュ,0,1
ゥス,0,1
ピョザ,0,1
ブヅ,0,1
ギャピョ,0,1
ヒミョ,0,1
ィゥ,0,1
デダ,0,1
チュピ,0,1
ヒョヒャ,0,1
ビツ,0,1
ヤリュ,0,1
ギョゲ,0,1
ショゾ,0,1
ヤチョ,0,1
ゴパ,0,1
リュヒョ,0,1
ヒョナ,0,1
チビュ,0,1
ソヅ,0,1
リュゲ,0,1
チュキュ,0,1
ゥヒョ,0,1
ァチャ,0,1
ヅビョ,0,1
ロェ,0,1
シビョ,0,1
ーコ,0,1
キャギュ,0,1
モビョ,0,1
ガィ,0,1
ヂバ,0,1
ニャキョ,0,1
ヴミュ,0,1
