name,good,bad
ミョア,1,0
ヒョウ,1,0
ジュオ,1,0
ケシ,1,0
ブウ,1,0
セヘ,1,0
イニ,1,0
ソテ,1,0
テセ,1,0
セモ,1,0
ノス,1,0
ウネ,1,0
ヒイ,1,0
ハク,1,0
ギュカ,1,0
ナー,1,0
ハヒ,1,0
ヘオ,1,0
ムカ,1,0
アピョ,1,0
ウヨ,1,0
イグ,1,0
ギカ,1,0
ロス,1,0
イジャ,1,0
ツバ,1,0
ユミ,1,0
ムモ,1,0
ハゴ,1,0
ベキ,1,0
バキ,1,0
テプ,1,0
ペミ,1,0
ロヒ,1,0
メヨ,1,0
ボシ,1,0
ウド,1,0
ゼタ,1,0
ナパ,1,0
ヨル,1,0
リャク,1,0
ヒョク,1,0
ロマ,1,0
チョチ,1,0
ワミ,1,0
ミゼ,1,0
ミゾ,1,0
ビラ,1,0
ヒュス,1,0
ミョワ,1,0
リョチ,1,0
チョト,1,0
ドラ,1,0
キャロ,1,0
ヌジャ,1,0
ガゴ,1,0
ニャネ,1,0
ジュグ,1,0
ラシャ,1,0
ギャグ,1,0
チョマ,1,0
チョマ,1,0
ダリ,1,0
フジュ,1,0
ピャン,1,0
ズガ,1,0
ドゲ,1,0
ヘジャ,1,0
ニョフ,1,0
ホジョ,1,0
ギュゼ,1,0
ジャユ,1,0
シチョ,1,0
レブ,1,0
ニュジ,1,0
コヒュ,1,0
ゲジョ,1,0
キジャ,1,0
シャダ,1,0
ヒャド,1,0
ビリュ,1,0
ヌヘ,0,1
ヌヅ,0,1
ジャッ,0,1
ォン,0,1
オヅ,0,1
ピャゲ,0,1
ワギョ,0,1
ーピャ,0,1
ォパ,0,1
ゲキュ,0,1
ザギュ,0,1
スピャ,0,1
キョチュ,0,1
ペミュ,0,1
ビャキュ,0,1
キョギュ,0,1
キュビュ,0,1
ピャミャ,0,1
チュピョ,0,1
