name,good,bad
ボヌ,1,0
ウレ,1,0
シャパ,1,0
シミャ,1,0
ロワ,1,0
オヤ,1,0
ビマ,1,0
リュセ,1,0
リョエ,1,0
ミュゥ,1,0
ニジャ,1,0
シュパ,1,0
ペジュ,1,0
コパ,1,0
ビガ,1,0
ジャネ,1,0
ハヘ,1,0
ツニ,1,0
ヴマ,1,0
ヒュコ,1,0
リョニ,1,0
キョコ,1,0
ビャグ,1,0
ペォ,1,0
ルマ,1,0
ムニョ,1,0
チュチュ,1,0
ゼタ,1,0
リタ,1,0
オジ,1,0
ドシ,1,0
ダツ,1,0
スポ,1,0
ヌヌ,1,0
ケブ,1,0
ビュー,1,0
ニュサ,1,0
ダク,1,0
ボモ,1,0
イズ,1,0
ゴト,1,0
ニョコ,1,0
ラヘ,1,0
キャサ,1,0
チョワ,1,0
オナ,1,0
ビヒ,1,0
ミュチ,1,0
ビュチ,1,0
ヒュブ,1,0
ケゲ,1,0
ラゾ,1,0
ヒュア,1,0
ノジュ,1,0
ゾサ,1,0
ニャメ,1,0
ヘプ,1,0
テミャ,1,0
アテ,1,0
ルチ,1,0
キジ,1,0
ジョニ,1,0
ツニュ,1,0
メイ,1,0
ヒャシュ,1,0
ニョタ,1,0
ンゴ,0,1
ザキャ,0,1
キャヒュ,0,1
ビョポ,0,1
ヴベ,0,1
リャヒョ,0,1
ミュジョ,0,1
チュチャ,0,1
ビョパ,0,1
ッキュ,0,1
ギャポ,0,1
ミョグ,0,1
ニャゥ,0,1
ヂケ,0,1
ミョギャ,0,1
ミマ,0,1
グビュ,0,1
ェミュ,0,1
ヌピ,0,1
キョダ,0,1
ヒョニュ,0,1
ピキョ,0,1
グッ,0,1
ォボ,0,1
ジビャ,0,1
ンゥ,0,1
ニャダ,0,1
ヌビュ,0,1
ビュキュ,0,1
チャキャ,0,1
ジャギュ,0,1
ォピ,0,1
ヂサ,0,1
ケッ,0,1
