name,male,female,land,horse,monster,none
ロロ,1,0,0,0,0,0
キド,1,0,0,0,0,0
シュハ,1,0,0,0,0,0
ノム,1,0,0,0,0,0
ヒャロ,1,0,0,0,0,0
ネズ,1,0,0,0,0,0
チォ,0,1,0,0,0,0
ニャラ,0,1,0,0,0,0
キャト,0,1,0,0,0,0
ケナ,0,1,0,0,0,0
ニュユ,0,1,0,0,0,0
レミュ,0,1,0,0,0,0
ニュア,0,1,0,0,0,0
ミパ,0,0,1,0,0,0
キャパ,0,0,1,0,0,0
スコ,0,0,1,0,0,0
イー,0,0,1,0,0,0
チョシャ,0,0,1,0,0,0
ザモ,0,0,1,0,0,0
ジワ,0,0,1,0,0,0
イヒ,0,0,0,1,0,0
エオ,0,0,0,1,0,0
ラテ,0,0,0,1,0,0
グル,0,0,0,1,0,0
イツ,0,0,0,1,0,0
ウス,0,0,0,1,0,0
シュパ,0,0,0,1,0,0
ピル,0,0,0,1,0,0
グミ,0,0,0,1,0,0
ピャイ,0,0,0,1,0,0
マシャ,0,0,0,1,0,0
チチ,0,0,0,1,0,0
ムゲ,0,0,0,1,0,0
ロピ,0,0,0,1,0,0
ジャウ,0,0,0,0,1,0
ビョム,0,0,0,0,1,0
ゲジュ,0,0,0,0,0,1
ガー,0,0,0,0,0,1
ブチョ,0,0,0,0,0,1
ミュヒョ,0,0,0,0,0,1
ピュギ,0,0,0,0,0,1
ヘチャ,0,0,0,0,0,1
ツキャ,0,0,0,0,0,1
チョニ,0,0,0,0,0,1
メヂ,0,0,0,0,0,1
アヒャ,0,0,0,0,0,1
フォ,0,0,0,0,0,1
コギョ,0,0,0,0,0,1
ヒョショ,0,0,0,0,0,1
キャェ,0,0,0,0,0,1
ワギャ,0,0,0,0,0,1
ェリ,0,0,0,0,0,1
ダゾ,0,0,0,0,0,1
ェツ,0,0,0,0,0,1
ショパ,0,0,0,0,0,1
キョイ,0,0,0,0,0,1
シャシャ,0,0,0,0,0,1
ズベ,0,0,0,0,0,1
ツィ,0,0,0,0,0,1
ボカ,0,0,0,0,0,1
キュチ,0,0,0,0,0,1
ミュホ,0,0,0,0,0,1
ピョケ,0,0,0,0,0,1
リャビ,0,0,0,0,0,1
ゾム,0,0,0,0,0,1
ブハ,0,0,0,0,0,1
バペ,0,0,0,0,0,1
ジゾ,0,0,0,0,0,1
ホジ,0,0,0,0,0,1
ピョフ,0,0,0,0,0,1
リャリ,0,0,0,0,0,1
ピォ,0,0,0,0,0,1
ポガ,0,0,0,0,0,1
ドツ,0,0,0,0,0,1
ヘー,0,0,0,0,0,1
ヅジュ,0,0,0,0,0,1
ヒャキョ,0,0,0,0,0,1
キュザ,0,0,0,0,0,1
シゾ,0,0,0,0,0,1
ラヅ,0,0,0,0,0,1
キャリャ,0,0,0,0,0,1
ギャチョ,0,0,0,0,0,1
プダ,0,0,0,0,0,1
ジュー,0,0,0,0,0,1
ウハ,0,0,0,0,0,1
フリョ,0,0,0,0,0,1
イッ,0,0,0,0,0,1
ヒュワ,0,0,0,0,0,1
ヒャグ,0,0,0,0,0,1
ヒピョ,0,0,0,0,0,1
ピュガ,0,0,0,0,0,1
ヒュビャ,0,0,0,0,0,1
ビョサ,0,0,0,0,0,1
ミャグ,0,0,0,0,0,1
リュジョ,0,0,0,0,0,1
ヨニュ,0,0,0,0,0,1
リャピ,0,0,0,0,0,1
ヒュチャ,0,0,0,0,0,1
ーッ,0,0,0,0,0,1
ミュダ,0,0,0,0,0,1
