name,male,female,land,horse,monster,none
ジョン,1,0,0,0,0,0
ジュモ,0,1,0,0,0,0
リャド,0,0,1,0,0,0
シュボ,0,0,1,0,0,0
チュボ,0,0,1,0,0,0
チャビ,0,0,0,1,0,0
ジャプ,0,0,0,0,1,0
ピュル,0,0,0,0,1,0
ショシャ,0,0,0,0,1,0
ベチュ,0,0,0,0,1,0
ヒュジャ,0,0,0,0,1,0
ピュオ,0,0,0,0,0,1
キョボ,0,0,0,0,0,1
ニョィ,0,0,0,0,0,1
ビュリュ,0,0,0,0,0,1
ミュギャ,0,0,0,0,0,1
ビョニョ,0,0,0,0,0,1
ギャプ,0,0,0,0,0,1
チュキョ,0,0,0,0,0,1
ベショ,0,0,0,0,0,1
ミャギョ,0,0,0,0,0,1
キョポ,0,0,0,0,0,1
ショシュ,0,0,0,0,0,1
ミョチュ,0,0,0,0,0,1
ジュチュ,0,0,0,0,0,1
ピュゥ,0,0,0,0,0,1
ミョキュ,0,0,0,0,0,1
ビャキュ,0,0,0,0,0,1
プベ,0,0,0,0,0,1
リャチュ,0,0,0,0,0,1
ジョヂ,0,0,0,0,0,1
ジュル,0,0,0,0,0,1
チュキョ,0,0,0,0,0,1
ギュヤ,0,0,0,0,0,1
ゥリョ,0,0,0,0,0,1
ピャパ,0,0,0,0,0,1
ミュピャ,0,0,0,0,0,1
ピョフ,0,0,0,0,0,1
ニャジャ,0,0,0,0,0,1
ゥジョ,0,0,0,0,0,1
ヒャピ,0,0,0,0,0,1
ビャリョ,0,0,0,0,0,1
ピビャ,0,0,0,0,0,1
ギョビャ,0,0,0,0,0,1
ミュニュ,0,0,0,0,0,1
ギョパ,0,0,0,0,0,1
ギュシャ,0,0,0,0,0,1
ブペ,0,0,0,0,0,1
リョヒャ,0,0,0,0,0,1
ミュボ,0,0,0,0,0,1
ヒョショ,0,0,0,0,0,1
リョヒョ,0,0,0,0,0,1
ォニョ,0,0,0,0,0,1
ピュビョ,0,0,0,0,0,1
キュピュ,0,0,0,0,0,1
ニュミャ,0,0,0,0,0,1
ェチャ,0,0,0,0,0,1
ビョア,0,0,0,0,0,1
シャボ,0,0,0,0,0,1
ピャヴ,0,0,0,0,0,1
ギャリュ,0,0,0,0,0,1
ビュビョ,0,0,0,0,0,1
ピャリ,0,0,0,0,0,1
ピャヒョ,0,0,0,0,0,1
リョヤ,0,0,0,0,0,1
ニャジョ,0,0,0,0,0,1
ニョィ,0,0,0,0,0,1
ミュバ,0,0,0,0,0,1
ヒョニャ,0,0,0,0,0,1
ペミャ,0,0,0,0,0,1
ニョヒョ,0,0,0,0,0,1
ベゥ,0,0,0,0,0,1
ォィ,0,0,0,0,0,1
ギュワ,0,0,0,0,0,1
ヒャジャ,0,0,0,0,0,1
ギョジ,0,0,0,0,0,1
ペブ,0,0,0,0,0,1
ィキョ,0,0,0,0,0,1
リュビョ,0,0,0,0,0,1
ピョズ,0,0,0,0,0,1
ギョワ,0,0,0,0,0,1
ィシャ,0,0,0,0,0,1
シャシャ,0,0,0,0,0,1
ギュシュ,0,0,0,0,0,1
ミュニョ,0,0,0,0,0,1
ビャリョ,0,0,0,0,0,1
ィベ,0,0,0,0,0,1
ピャツ,0,0,0,0,0,1
パシャ,0,0,0,0,0,1
チョニャ,0,0,0,0,0,1
ボチュ,0,0,0,0,0,1
リュキョ,0,0,0,0,0,1
ポショ,0,0,0,0,0,1
ピュパ,0,0,0,0,0,1
ポリョ,0,0,0,0,0,1
ゥジャ,0,0,0,0,0,1
ジャリュ,0,0,0,0,0,1
リュミュ,0,0,0,0,0,1
ォニャ,0,0,0,0,0,1
ピョボ,0,0,0,0,0,1
