name,male,female,land,horse,monster,none
ギュガ,1,0,0,0,0,0
ジュシャ,1,0,0,0,0,0
パニュ,0,1,0,0,0,0
ピュレ,0,1,0,0,0,0
ピュニ,0,1,0,0,0,0
リュジュ,0,1,0,0,0,0
ピィ,0,0,0,1,0,0
ビョショ,0,0,0,0,0,1
ギュヒュ,0,0,0,0,0,1
ニャヒャ,0,0,0,0,0,1
ギャヂ,0,0,0,0,0,1
ショデ,0,0,0,0,0,1
ォペ,0,0,0,0,0,1
ァチュ,0,0,0,0,0,1
プピュ,0,0,0,0,0,1
ヒョミョ,0,0,0,0,0,1
キョビュ,0,0,0,0,0,1
キュゥ,0,0,0,0,0,1
ギュォ,0,0,0,0,0,1
ギャダ,0,0,0,0,0,1
ピャプ,0,0,0,0,0,1
ィビョ,0,0,0,0,0,1
ジョヤ,0,0,0,0,0,1
ギュニュ,0,0,0,0,0,1
ピョリョ,0,0,0,0,0,1
ビャヒ,0,0,0,0,0,1
ピャネ,0,0,0,0,0,1
プギュ,0,0,0,0,0,1
シャジャ,0,0,0,0,0,1
ピョエ,0,0,0,0,0,1
ビョマ,0,0,0,0,0,1
ニュキャ,0,0,0,0,0,1
ビャヂ,0,0,0,0,0,1
ェェ,0,0,0,0,0,1
ゥポ,0,0,0,0,0,1
ォビャ,0,0,0,0,0,1
ミャヒュ,0,0,0,0,0,1
ビュシャ,0,0,0,0,0,1
ビョア,0,0,0,0,0,1
チャヒュ,0,0,0,0,0,1
ニュキュ,0,0,0,0,0,1
プヒュ,0,0,0,0,0,1
リャギュ,0,0,0,0,0,1
リョビ,0,0,0,0,0,1
ミュミョ,0,0,0,0,0,1
キュプ,0,0,0,0,0,1
ィシャ,0,0,0,0,0,1
ニュヒャ,0,0,0,0,0,1
ビョミ,0,0,0,0,0,1
ニャミャ,0,0,0,0,0,1
キャギョ,0,0,0,0,0,1
ブペ,0,0,0,0,0,1
リュミョ,0,0,0,0,0,1
ミョジュ,0,0,0,0,0,1
ビュゾ,0,0,0,0,0,1
ミョビ,0,0,0,0,0,1
キャショ,0,0,0,0,0,1
キョキョ,0,0,0,0,0,1
ギャリャ,0,0,0,0,0,1
ギュヒュ,0,0,0,0,0,1
ェキョ,0,0,0,0,0,1
ピミャ,0,0,0,0,0,1
ピュグ,0,0,0,0,0,1
ギャゴ,0,0,0,0,0,1
リョパ,0,0,0,0,0,1
ヒョプ,0,0,0,0,0,1
ォヒョ,0,0,0,0,0,1
ビャゾ,0,0,0,0,0,1
ビョヒュ,0,0,0,0,0,1
ビュド,0,0,0,0,0,1
ギョポ,0,0,0,0,0,1
ギュホ,0,0,0,0,0,1
ピャニョ,0,0,0,0,0,1
ポォ,0,0,0,0,0,1
ミョリュ,0,0,0,0,0,1
ァィ,0,0,0,0,0,1
シャピャ,0,0,0,0,0,1
ギュリョ,0,0,0,0,0,1
ピョヒュ,0,0,0,0,0,1
プキュ,0,0,0,0,0,1
ピャポ,0,0,0,0,0,1
ピュジャ,0,0,0,0,0,1
ブパ,0,0,0,0,0,1
ピゥ,0,0,0,0,0,1
ピュポ,0,0,0,0,0,1
ギョチュ,0,0,0,0,0,1
ショピャ,0,0,0,0,0,1
リュシュ,0,0,0,0,0,1
ェァ,0,0,0,0,0,1
チャピュ,0,0,0,0,0,1
シャヒュ,0,0,0,0,0,1
パボ,0,0,0,0,0,1
ペパ,0,0,0,0,0,1
ビュリャ,0,0,0,0,0,1
チョキュ,0,0,0,0,0,1
ショミョ,0,0,0,0,0,1
ピョァ,0,0,0,0,0,1
ジャゾ,0,0,0,0,0,1
ピミョ,0,0,0,0,0,1
ジュヤ,0,0,0,0,0,1
