name,male,female,land,horse,monster,none
リゾ,1,0,0,0,0,0
シヴ,1,0,0,0,0,0
デオ,1,0,0,0,0,0
リフ,1,0,0,0,0,0
ウヒ,1,0,0,0,0,0
ダノ,1,0,0,0,0,0
ワガ,1,0,0,0,0,0
ジキ,1,0,0,0,0,0
ゼマ,1,0,0,0,0,0
リク,1,0,0,0,0,0
ザガ,1,0,0,0,0,0
セオ,1,0,0,0,0,0
エガ,1,0,0,0,0,0
ナモ,1,0,0,0,0,0
ビア,1,0,0,0,0,0
ヤト,1,0,0,0,0,0
クザ,1,0,0,0,0,0
ピケ,0,1,0,0,0,0
キャエ,0,1,0,0,0,0
イア,0,1,0,0,0,0
ビマ,0,1,0,0,0,0
ラル,0,1,0,0,0,0
パモ,0,1,0,0,0,0
メテ,0,1,0,0,0,0
ノエ,0,0,1,0,0,0
ソス,0,0,1,0,0,0
ゾレ,0,0,1,0,0,0
ガワ,0,0,1,0,0,0
ミジ,0,0,1,0,0,0
ベツ,0,0,1,0,0,0
ボサ,0,0,1,0,0,0
パサ,0,0,1,0,0,0
ニハ,0,0,1,0,0,0
ユヘ,0,0,1,0,0,0
ベミ,0,0,1,0,0,0
ウキ,0,0,1,0,0,0
トテ,0,0,1,0,0,0
ミヅ,0,0,1,0,0,0
シテ,0,0,1,0,0,0
イシ,0,0,0,1,0,0
クマ,0,0,0,1,0,0
ノパ,0,0,0,1,0,0
コク,0,0,0,1,0,0
ワシ,0,0,0,1,0,0
キソ,0,0,0,1,0,0
シャケ,0,0,0,1,0,0
メス,0,0,0,1,0,0
ツム,0,0,0,1,0,0
マク,0,0,0,1,0,0
ダク,0,0,0,1,0,0
ナリ,0,0,0,1,0,0
ジイ,0,0,0,1,0,0
ピョイ,0,0,0,1,0,0
ペイ,0,0,0,1,0,0
メシ,0,0,0,1,0,0
ヤギ,0,0,0,1,0,0
ゾキ,0,0,0,0,1,0
ザル,0,0,0,0,1,0
アッ,0,0,0,0,0,1
キョオ,0,0,0,0,0,1
ッシ,0,0,0,0,0,1
ルゴ,0,0,0,0,0,1
ァモ,0,0,0,0,0,1
ヌヤ,0,0,0,0,0,1
イッ,0,0,0,0,0,1
ケダ,0,0,0,0,0,1
デユ,0,0,0,0,0,1
ホエ,0,0,0,0,0,1
フハ,0,0,0,0,0,1
ヌヨ,0,0,0,0,0,1
ボセ,0,0,0,0,0,1
ヘフ,0,0,0,0,0,1
ザヘ,0,0,0,0,0,1
ーノ,0,0,0,0,0,1
ヘゲ,0,0,0,0,0,1
ンカ,0,0,0,0,0,1
ェテ,0,0,0,0,0,1
ンノ,0,0,0,0,0,1
ォミ,0,0,0,0,0,1
ヤデ,0,0,0,0,0,1
ォミ,0,0,0,0,0,1
ッイ,0,0,0,0,0,1
ゼッ,0,0,0,0,0,1
ッイ,0,0,0,0,0,1
ィユ,0,0,0,0,0,1
ヂエ,0,0,0,0,0,1
ミャケ,0,0,0,0,0,1
モヂ,0,0,0,0,0,1
ミヂ,0,0,0,0,0,1
ペケ,0,0,0,0,0,1
ゲミ,0,0,0,0,0,1
ケモ,0,0,0,0,0,1
ケク,0,0,0,0,0,1
ヤヌ,0,0,0,0,0,1
ンヌ,0,0,0,0,0,1
ビア,0,0,0,0,0,1
ヤト,0,0,0,0,0,1
レッ,0,0,0,0,0,1
ォソ,0,0,0,0,0,1
ハワ,0,0,0,0,0,1
ヌレ,0,0,0,0,0,1
モヅ,0,0,0,0,0,1
