name,male,female,land,horse,monster,none
チャド,1,0,0,0,0,0
リュル,0,1,0,0,0,0
チャピ,0,0,0,1,0,0
ジャマ,0,0,0,1,0,0
ビュル,0,0,0,0,0,1
ビャル,0,0,0,0,0,1
ヒョピョ,0,0,0,0,0,1
ヒャミョ,0,0,0,0,0,1
キュジャ,0,0,0,0,0,1
ジュシュ,0,0,0,0,0,1
ギャヅ,0,0,0,0,0,1
シャキュ,0,0,0,0,0,1
ギャベ,0,0,0,0,0,1
ミュド,0,0,0,0,0,1
ェビョ,0,0,0,0,0,1
ミュリョ,0,0,0,0,0,1
ミュヒュ,0,0,0,0,0,1
ポピョ,0,0,0,0,0,1
ジュリョ,0,0,0,0,0,1
ビャピ,0,0,0,0,0,1
ピャビョ,0,0,0,0,0,1
ァニョ,0,0,0,0,0,1
リャギャ,0,0,0,0,0,1
ミャミョ,0,0,0,0,0,1
リャォ,0,0,0,0,0,1
ピョア,0,0,0,0,0,1
ジョノ,0,0,0,0,0,1
チュキョ,0,0,0,0,0,1
ピャラ,0,0,0,0,0,1
ギュガ,0,0,0,0,0,1
ニョキャ,0,0,0,0,0,1
リュゥ,0,0,0,0,0,1
ピャヒュ,0,0,0,0,0,1
プヒュ,0,0,0,0,0,1
ヒュニャ,0,0,0,0,0,1
キュヒョ,0,0,0,0,0,1
チョド,0,0,0,0,0,1
ビョキュ,0,0,0,0,0,1
ピャラ,0,0,0,0,0,1
ピュキュ,0,0,0,0,0,1
リャパ,0,0,0,0,0,1
ギャデ,0,0,0,0,0,1
ニョジャ,0,0,0,0,0,1
ニュビュ,0,0,0,0,0,1
シュリョ,0,0,0,0,0,1
ニョド,0,0,0,0,0,1
キュキャ,0,0,0,0,0,1
ジョワ,0,0,0,0,0,1
ギュィ,0,0,0,0,0,1
ニュビョ,0,0,0,0,0,1
チャチョ,0,0,0,0,0,1
ベボ,0,0,0,0,0,1
ジャピャ,0,0,0,0,0,1
ピョホ,0,0,0,0,0,1
リョヒョ,0,0,0,0,0,1
ヒュピ,0,0,0,0,0,1
ミュキャ,0,0,0,0,0,1
チュニョ,0,0,0,0,0,1
ァキャ,0,0,0,0,0,1
ビョミュ,0,0,0,0,0,1
ニャシュ,0,0,0,0,0,1
ビョビョ,0,0,0,0,0,1
ビョガ,0,0,0,0,0,1
ニャデ,0,0,0,0,0,1
ギュプ,0,0,0,0,0,1
ポミャ,0,0,0,0,0,1
チャミョ,0,0,0,0,0,1
キュブ,0,0,0,0,0,1
プィ,0,0,0,0,0,1
キョピ,0,0,0,0,0,1
ビャピャ,0,0,0,0,0,1
リャチョ,0,0,0,0,0,1
ヒュデ,0,0,0,0,0,1
ピャピョ,0,0,0,0,0,1
プピュ,0,0,0,0,0,1
リャミャ,0,0,0,0,0,1
ニュシャ,0,0,0,0,0,1
ミョポ,0,0,0,0,0,1
ジュォ,0,0,0,0,0,1
ヒュビ,0,0,0,0,0,1
ピュミャ,0,0,0,0,0,1
ヒャジュ,0,0,0,0,0,1
リュジャ,0,0,0,0,0,1
ギュギョ,0,0,0,0,0,1
ベェ,0,0,0,0,0,1
ギャァ,0,0,0,0,0,1
ギョポ,0,0,0,0,0,1
ヒョビョ,0,0,0,0,0,1
プェ,0,0,0,0,0,1
ギュダ,0,0,0,0,0,1
ビョゼ,0,0,0,0,0,1
リョキョ,0,0,0,0,0,1
ニャチャ,0,0,0,0,0,1
チャキュ,0,0,0,0,0,1
ヒョリュ,0,0,0,0,0,1
キュギャ,0,0,0,0,0,1
ペギョ,0,0,0,0,0,1
ェリュ,0,0,0,0,0,1
リャパ,0,0,0,0,0,1
ニュリョ,0,0,0,0,0,1
