name,male,female,land,horse,monster,none
オジ,1,0,0,0,0,0
ロショ,1,0,0,0,0,0
リャガ,1,0,0,0,0,0
ホマ,1,0,0,0,0,0
ボレ,1,0,0,0,0,0
ヤノ,1,0,0,0,0,0
ヤシ,1,0,0,0,0,0
ルス,1,0,0,0,0,0
マズ,1,0,0,0,0,0
ソス,1,0,0,0,0,0
リュー,1,0,0,0,0,0
エノ,0,1,0,0,0,0
エリュ,0,1,0,0,0,0
リュメ,0,1,0,0,0,0
リャエ,0,1,0,0,0,0
コヨ,0,1,0,0,0,0
ナキ,0,1,0,0,0,0
スリュ,0,1,0,0,0,0
レレ,0,1,0,0,0,0
オリュ,0,0,1,0,0,0
ケラ,0,0,1,0,0,0
パト,0,0,1,0,0,0
ウケ,0,0,0,1,0,0
ケケ,0,0,0,1,0,0
ロポ,0,0,0,1,0,0
ヒュン,0,0,0,0,1,0
プヨ,0,0,0,0,1,0
ドヅ,0,0,0,0,1,0
オヨ,0,0,0,0,0,1
トパ,0,0,0,0,0,1
モピュ,0,0,0,0,0,1
レヅ,0,0,0,0,0,1
ニニュ,0,0,0,0,0,1
チョピ,0,0,0,0,0,1
モド,0,0,0,0,0,1
ゾト,0,0,0,0,0,1
ガィ,0,0,0,0,0,1
コキャ,0,0,0,0,0,1
ニピョ,0,0,0,0,0,1
ィデ,0,0,0,0,0,1
ザソ,0,0,0,0,0,1
ニュヨ,0,0,0,0,0,1
ニャガ,0,0,0,0,0,1
ヒズ,0,0,0,0,0,1
ギャケ,0,0,0,0,0,1
シャミャ,0,0,0,0,0,1
イギャ,0,0,0,0,0,1
ピョリョ,0,0,0,0,0,1
ユニョ,0,0,0,0,0,1
ギミャ,0,0,0,0,0,1
ロギャ,0,0,0,0,0,1
キュミョ,0,0,0,0,0,1
ジュチュ,0,0,0,0,0,1
プハ,0,0,0,0,0,1
ムニョ,0,0,0,0,0,1
ジャジョ,0,0,0,0,0,1
ギヒュ,0,0,0,0,0,1
ヨギョ,0,0,0,0,0,1
ヤヂ,0,0,0,0,0,1
バミョ,0,0,0,0,0,1
ィオ,0,0,0,0,0,1
リヘ,0,0,0,0,0,1
ホタ,0,0,0,0,0,1
ヒォ,0,0,0,0,0,1
ザニョ,0,0,0,0,0,1
ダー,0,0,0,0,0,1
ソピ,0,0,0,0,0,1
ビャウ,0,0,0,0,0,1
ナキャ,0,0,0,0,0,1
ゥヒュ,0,0,0,0,0,1
ギミャ,0,0,0,0,0,1
セミョ,0,0,0,0,0,1
ヅレ,0,0,0,0,0,1
ヒャヒャ,0,0,0,0,0,1
ビゴ,0,0,0,0,0,1
ーチュ,0,0,0,0,0,1
ヨジョ,0,0,0,0,0,1
シャピュ,0,0,0,0,0,1
ヌタ,0,0,0,0,0,1
デー,0,0,0,0,0,1
ヘプ,0,0,0,0,0,1
ペミュ,0,0,0,0,0,1
ミャサ,0,0,0,0,0,1
プヤ,0,0,0,0,0,1
ヒャヌ,0,0,0,0,0,1
ーセ,0,0,0,0,0,1
ヅワ,0,0,0,0,0,1
バシャ,0,0,0,0,0,1
ブヒ,0,0,0,0,0,1
ァヨ,0,0,0,0,0,1
パト,0,0,0,0,0,1
ジャプ,0,0,0,0,0,1
ール,0,0,0,0,0,1
ビュッ,0,0,0,0,0,1
コゾ,0,0,0,0,0,1
チャッ,0,0,0,0,0,1
ヒビャ,0,0,0,0,0,1
ミュリュ,0,0,0,0,0,1
チョリュ,0,0,0,0,0,1
ゥボ,0,0,0,0,0,1
プゼ,0,0,0,0,0,1
