name,male,female,land,horse,monster,none
ナガ,1,0,0,0,0,0
リク,1,0,0,0,0,0
ナガ,1,0,0,0,0,0
フシ,1,0,0,0,0,0
トシ,1,0,0,0,0,0
フシャ,1,0,0,0,0,0
スダ,1,0,0,0,0,0
ラサ,1,0,0,0,0,0
ジロ,1,0,0,0,0,0
ケナ,0,1,0,0,0,0
アニャ,0,1,0,0,0,0
ヒイ,0,0,1,0,0,0
トギ,0,0,1,0,0,0
ムゥ,0,0,1,0,0,0
ザリ,0,0,1,0,0,0
テリ,0,0,1,0,0,0
ロヒ,0,0,1,0,0,0
ホゼ,0,0,1,0,0,0
チシュ,0,0,1,0,0,0
イベ,0,0,1,0,0,0
ハゲ,0,0,0,1,0,0
ゲジ,0,0,0,1,0,0
デモ,0,0,0,1,0,0
トネ,0,0,0,1,0,0
ルモ,0,0,0,1,0,0
ロケ,0,0,0,1,0,0
ブタ,0,0,0,1,0,0
ムニ,0,0,0,1,0,0
ログ,0,0,0,1,0,0
ポー,0,0,0,1,0,0
テケ,0,0,0,1,0,0
オス,0,0,0,1,0,0
オル,0,0,0,0,1,0
ボハ,0,0,0,0,1,0
オモ,0,0,0,0,1,0
デシ,0,0,0,0,1,0
トボ,0,0,0,0,0,1
ヒミャ,0,0,0,0,0,1
ムワ,0,0,0,0,0,1
トビュ,0,0,0,0,0,1
ホピョ,0,0,0,0,0,1
ァラ,0,0,0,0,0,1
ゾホ,0,0,0,0,0,1
ァセ,0,0,0,0,0,1
タペ,0,0,0,0,0,1
ビヴ,0,0,0,0,0,1
フビョ,0,0,0,0,0,1
ヴゾ,0,0,0,0,0,1
キョヤ,0,0,0,0,0,1
ヘゼ,0,0,0,0,0,1
ソユ,0,0,0,0,0,1
ヌッ,0,0,0,0,0,1
ニグ,0,0,0,0,0,1
グミョ,0,0,0,0,0,1
ゲビ,0,0,0,0,0,1
ホポ,0,0,0,0,0,1
ヴス,0,0,0,0,0,1
ッム,0,0,0,0,0,1
ヌル,0,0,0,0,0,1
マェ,0,0,0,0,0,1
スフ,0,0,0,0,0,1
ロヌ,0,0,0,0,0,1
セキャ,0,0,0,0,0,1
ォシ,0,0,0,0,0,1
ヘヅ,0,0,0,0,0,1
シュレ,0,0,0,0,0,1
ヂジャ,0,0,0,0,0,1
ホホ,0,0,0,0,0,1
シミョ,0,0,0,0,0,1
トソ,0,0,0,0,0,1
フヒャ,0,0,0,0,0,1
シュシ,0,0,0,0,0,1
ヒュサ,0,0,0,0,0,1
ザキャ,0,0,0,0,0,1
ヂチ,0,0,0,0,0,1
アキョ,0,0,0,0,0,1
ズケ,0,0,0,0,0,1
ノビュ,0,0,0,0,0,1
ッヂ,0,0,0,0,0,1
ニニュ,0,0,0,0,0,1
ァン,0,0,0,0,0,1
ソィ,0,0,0,0,0,1
ケド,0,0,0,0,0,1
ヨキャ,0,0,0,0,0,1
ンメ,0,0,0,0,0,1
チッ,0,0,0,0,0,1
ロビョ,0,0,0,0,0,1
カキュ,0,0,0,0,0,1
ヒャケ,0,0,0,0,0,1
ツピュ,0,0,0,0,0,1
テゲ,0,0,0,0,0,1
エニョ,0,0,0,0,0,1
ショト,0,0,0,0,0,1
ファ,0,0,0,0,0,1
イキョ,0,0,0,0,0,1
ンソ,0,0,0,0,0,1
ブテ,0,0,0,0,0,1
ソチャ,0,0,0,0,0,1
ネケ,0,0,0,0,0,1
ヨゼ,0,0,0,0,0,1
