name,male,female,land,horse,monster,none
ジュハ,1,0,0,0,0,0
ジュド,1,0,0,0,0,0
ジャミ,0,1,0,0,0,0
ビュレ,0,1,0,0,0,0
ビャミ,0,1,0,0,0,0
ジョグ,0,0,0,1,0,0
ジャブ,0,0,0,1,0,0
ジャル,0,0,0,1,0,0
プボ,0,0,0,1,0,0
ミョァ,0,0,0,0,0,1
ピャノ,0,0,0,0,0,1
ニュピョ,0,0,0,0,0,1
ァビョ,0,0,0,0,0,1
ピャミョ,0,0,0,0,0,1
ショリョ,0,0,0,0,0,1
ピョチョ,0,0,0,0,0,1
チュジャ,0,0,0,0,0,1
ビョブ,0,0,0,0,0,1
ミョォ,0,0,0,0,0,1
チョァ,0,0,0,0,0,1
ピショ,0,0,0,0,0,1
リュピョ,0,0,0,0,0,1
リョギュ,0,0,0,0,0,1
ギュミョ,0,0,0,0,0,1
ォゥ,0,0,0,0,0,1
ェビャ,0,0,0,0,0,1
リュニュ,0,0,0,0,0,1
ピョジョ,0,0,0,0,0,1
ヒュチョ,0,0,0,0,0,1
ピョハ,0,0,0,0,0,1
ジャミャ,0,0,0,0,0,1
ジャヅ,0,0,0,0,0,1
シュボ,0,0,0,0,0,1
ピュフ,0,0,0,0,0,1
ミュビョ,0,0,0,0,0,1
キャヒャ,0,0,0,0,0,1
ァジュ,0,0,0,0,0,1
ビュヒャ,0,0,0,0,0,1
キャド,0,0,0,0,0,1
ニャピョ,0,0,0,0,0,1
ビュヂ,0,0,0,0,0,1
リャボ,0,0,0,0,0,1
ミョジョ,0,0,0,0,0,1
ギュポ,0,0,0,0,0,1
プビョ,0,0,0,0,0,1
ピャキ,0,0,0,0,0,1
チョチャ,0,0,0,0,0,1
ヒュピ,0,0,0,0,0,1
ビュァ,0,0,0,0,0,1
ヒャギャ,0,0,0,0,0,1
ァギュ,0,0,0,0,0,1
リュヒャ,0,0,0,0,0,1
チュデ,0,0,0,0,0,1
ヒュァ,0,0,0,0,0,1
リョリュ,0,0,0,0,0,1
ァプ,0,0,0,0,0,1
ビャビョ,0,0,0,0,0,1
ビュム,0,0,0,0,0,1
シュキュ,0,0,0,0,0,1
チャショ,0,0,0,0,0,1
ビュニョ,0,0,0,0,0,1
シャキュ,0,0,0,0,0,1
ォペ,0,0,0,0,0,1
ゥリュ,0,0,0,0,0,1
ェニュ,0,0,0,0,0,1
ポピョ,0,0,0,0,0,1
ギャモ,0,0,0,0,0,1
キュギュ,0,0,0,0,0,1
ミャチャ,0,0,0,0,0,1
ピャチュ,0,0,0,0,0,1
リョチュ,0,0,0,0,0,1
リョニョ,0,0,0,0,0,1
チュキョ,0,0,0,0,0,1
ゥボ,0,0,0,0,0,1
ピリャ,0,0,0,0,0,1
シャジャ,0,0,0,0,0,1
ペェ,0,0,0,0,0,1
ビュジュ,0,0,0,0,0,1
ピュユ,0,0,0,0,0,1
ビョギ,0,0,0,0,0,1
ゥチュ,0,0,0,0,0,1
ギョピャ,0,0,0,0,0,1
プキュ,0,0,0,0,0,1
ジュジュ,0,0,0,0,0,1
チュリョ,0,0,0,0,0,1
ジョリュ,0,0,0,0,0,1
リョミョ,0,0,0,0,0,1
ピジュ,0,0,0,0,0,1
ピュダ,0,0,0,0,0,1
ビュピャ,0,0,0,0,0,1
ビュド,0,0,0,0,0,1
キュチャ,0,0,0,0,0,1
ニャキュ,0,0,0,0,0,1
チャジョ,0,0,0,0,0,1
ゥビャ,0,0,0,0,0,1
リュジュ,0,0,0,0,0,1
リョギャ,0,0,0,0,0,1
キョデ,0,0,0,0,0,1
キョジャ,0,0,0,0,0,1
ギャブ,0,0,0,0,0,1
