name,male,female,land,horse,monster,none
ガク,1,0,0,0,0,0
ツバ,1,0,0,0,0,0
クジャ,1,0,0,0,0,0
メト,1,0,0,0,0,0
クガ,1,0,0,0,0,0
リグ,1,0,0,0,0,0
ムテ,1,0,0,0,0,0
セイ,1,0,0,0,0,0
ジイ,1,0,0,0,0,0
ノサ,1,0,0,0,0,0
ルテ,1,0,0,0,0,0
ロツ,1,0,0,0,0,0
カト,1,0,0,0,0,0
エニ,0,1,0,0,0,0
ミマ,0,1,0,0,0,0
ラキ,0,1,0,0,0,0
サリャ,0,1,0,0,0,0
ヒラ,0,1,0,0,0,0
ピネ,0,1,0,0,0,0
イラ,0,1,0,0,0,0
オネ,0,1,0,0,0,0
メイ,0,1,0,0,0,0
ロコ,0,1,0,0,0,0
クピ,0,1,0,0,0,0
シア,0,1,0,0,0,0
リテ,0,1,0,0,0,0
エミャ,0,1,0,0,0,0
セニ,0,0,1,0,0,0
ドユ,0,0,1,0,0,0
テマ,0,0,1,0,0,0
ガサ,0,0,1,0,0,0
ムデ,0,0,1,0,0,0
レパ,0,0,1,0,0,0
アブ,0,0,0,1,0,0
ウマ,0,0,0,1,0,0
ツモ,0,0,0,1,0,0
ホヤ,0,0,0,1,0,0
ラパ,0,0,0,1,0,0
モシャ,0,0,0,1,0,0
ジバ,0,0,0,0,1,0
モシュ,0,0,0,0,1,0
ゲリ,0,0,0,0,1,0
ゴア,0,0,0,0,1,0
ノミョ,0,0,0,0,0,1
テプ,0,0,0,0,0,1
ゲキュ,0,0,0,0,0,1
ドセ,0,0,0,0,0,1
ヒヂ,0,0,0,0,0,1
ミプ,0,0,0,0,0,1
トキュ,0,0,0,0,0,1
ニニャ,0,0,0,0,0,1
ギホ,0,0,0,0,0,1
ムジョ,0,0,0,0,0,1
ケプ,0,0,0,0,0,1
ツァ,0,0,0,0,0,1
オヒャ,0,0,0,0,0,1
ゥメ,0,0,0,0,0,1
レキャ,0,0,0,0,0,1
ンカ,0,0,0,0,0,1
ゴピュ,0,0,0,0,0,1
アギュ,0,0,0,0,0,1
イギュ,0,0,0,0,0,1
チュタ,0,0,0,0,0,1
ヴワ,0,0,0,0,0,1
ワキャ,0,0,0,0,0,1
ダミュ,0,0,0,0,0,1
ゼヒョ,0,0,0,0,0,1
ムニャ,0,0,0,0,0,1
キョハ,0,0,0,0,0,1
レリョ,0,0,0,0,0,1
ゲビュ,0,0,0,0,0,1
ェメ,0,0,0,0,0,1
テチャ,0,0,0,0,0,1
ゲニョ,0,0,0,0,0,1
タホ,0,0,0,0,0,1
サジョ,0,0,0,0,0,1
キニャ,0,0,0,0,0,1
ノヂ,0,0,0,0,0,1
スジョ,0,0,0,0,0,1
ドエ,0,0,0,0,0,1
ビコ,0,0,0,0,0,1
サプ,0,0,0,0,0,1
ダピュ,0,0,0,0,0,1
ツセ,0,0,0,0,0,1
テギョ,0,0,0,0,0,1
ドユ,0,0,0,0,0,1
モリュ,0,0,0,0,0,1
ユォ,0,0,0,0,0,1
ッド,0,0,0,0,0,1
ニピャ,0,0,0,0,0,1
ヨバ,0,0,0,0,0,1
ォレ,0,0,0,0,0,1
ガニャ,0,0,0,0,0,1
ヌツ,0,0,0,0,0,1
ヅギ,0,0,0,0,0,1
メッ,0,0,0,0,0,1
ミチュ,0,0,0,0,0,1
ゥヤ,0,0,0,0,0,1
ホェ,0,0,0,0,0,1
ハビャ,0,0,0,0,0,1
