name,male,female,land,horse,monster,none
ホセ,1,0,0,0,0,0
ジビ,1,0,0,0,0,0
ゴロ,1,0,0,0,0,0
マハ,1,0,0,0,0,0
マカ,1,0,0,0,0,0
ナツ,1,0,0,0,0,0
ミャム,0,1,0,0,0,0
エリュ,0,1,0,0,0,0
レミ,0,1,0,0,0,0
ハレ,0,1,0,0,0,0
ゾラ,0,1,0,0,0,0
ノエ,0,1,0,0,0,0
ユズ,0,1,0,0,0,0
ヒャコ,0,1,0,0,0,0
サニャ,0,1,0,0,0,0
ミュユ,0,1,0,0,0,0
ジナ,0,1,0,0,0,0
ナゥ,0,1,0,0,0,0
スデ,0,0,1,0,0,0
セポ,0,0,1,0,0,0
エホ,0,0,1,0,0,0
イソ,0,0,1,0,0,0
イホ,0,0,1,0,0,0
クー,0,0,0,1,0,0
オス,0,0,0,1,0,0
オー,0,0,0,1,0,0
デス,0,0,0,0,1,0
バギ,0,0,0,0,1,0
ヒョー,0,0,0,0,1,0
ショシャ,0,0,0,0,1,0
サス,0,0,0,0,1,0
ミュフ,0,0,0,0,0,1
リョデ,0,0,0,0,0,1
ンヒュ,0,0,0,0,0,1
ナギャ,0,0,0,0,0,1
ギョコ,0,0,0,0,0,1
ノヨ,0,0,0,0,0,1
ァボ,0,0,0,0,0,1
コェ,0,0,0,0,0,1
ォペ,0,0,0,0,0,1
ピョピュ,0,0,0,0,0,1
ササ,0,0,0,0,0,1
ブキュ,0,0,0,0,0,1
アピャ,0,0,0,0,0,1
ギュタ,0,0,0,0,0,1
ピョバ,0,0,0,0,0,1
ェリョ,0,0,0,0,0,1
ロショ,0,0,0,0,0,1
ェゲ,0,0,0,0,0,1
バス,0,0,0,0,0,1
ケゴ,0,0,0,0,0,1
ズピョ,0,0,0,0,0,1
ワプ,0,0,0,0,0,1
ピャグ,0,0,0,0,0,1
ヒュチュ,0,0,0,0,0,1
ネゲ,0,0,0,0,0,1
セリュ,0,0,0,0,0,1
ゥジャ,0,0,0,0,0,1
ユズ,0,0,0,0,0,1
ヘガ,0,0,0,0,0,1
ゾヒョ,0,0,0,0,0,1
ヒニョ,0,0,0,0,0,1
スヒュ,0,0,0,0,0,1
ダヒョ,0,0,0,0,0,1
ーハ,0,0,0,0,0,1
リャギュ,0,0,0,0,0,1
ユッ,0,0,0,0,0,1
ビョケ,0,0,0,0,0,1
ギャニュ,0,0,0,0,0,1
ニギャ,0,0,0,0,0,1
リャジュ,0,0,0,0,0,1
ニュヒョ,0,0,0,0,0,1
ニュッ,0,0,0,0,0,1
ラガ,0,0,0,0,0,1
ゥセ,0,0,0,0,0,1
ネボ,0,0,0,0,0,1
チキャ,0,0,0,0,0,1
ビョホ,0,0,0,0,0,1
キョヒ,0,0,0,0,0,1
ウビョ,0,0,0,0,0,1
ピセ,0,0,0,0,0,1
ピュジャ,0,0,0,0,0,1
チョガ,0,0,0,0,0,1
ジュシャ,0,0,0,0,0,1
チョヒュ,0,0,0,0,0,1
ォオ,0,0,0,0,0,1
キョネ,0,0,0,0,0,1
ッセ,0,0,0,0,0,1
シュベ,0,0,0,0,0,1
ピョヅ,0,0,0,0,0,1
ニャケ,0,0,0,0,0,1
ニュニョ,0,0,0,0,0,1
ヅギョ,0,0,0,0,0,1
ペギャ,0,0,0,0,0,1
ブポ,0,0,0,0,0,1
ニョヅ,0,0,0,0,0,1
ヒュム,0,0,0,0,0,1
ミュチュ,0,0,0,0,0,1
ヒョベ,0,0,0,0,0,1
ホジャ,0,0,0,0,0,1
ガキョ,0,0,0,0,0,1
