name,male,female,land,horse,monster,none
ジュテウ,1,0,0,0,0,0
ラオヤ,1,0,0,0,0,0
ヒョラグ,1,0,0,0,0,0
ハツノ,0,1,0,0,0,0
ソクィ,0,1,0,0,0,0
ゼロシャ,0,1,0,0,0,0
ラキュネ,0,1,0,0,0,0
リョメメ,0,1,0,0,0,0
ヅサウ,0,0,1,0,0,0
ラピャン,0,0,1,0,0,0
トラソ,0,0,1,0,0,0
スカビュ,0,0,1,0,0,0
ダジュニ,0,0,1,0,0,0
アホヤ,0,0,1,0,0,0
ウケキ,0,0,1,0,0,0
シャタゼ,0,0,1,0,0,0
ジョーショ,0,0,0,1,0,0
ニヴォ,0,0,0,0,1,0
ズリュン,0,0,0,0,1,0
レデス,0,0,0,0,1,0
ラィリョ,0,0,0,0,1,0
キャシュン,0,0,0,0,1,0
バモス,0,0,0,0,1,0
タヨショ,0,0,0,0,0,1
コェジ,0,0,0,0,0,1
タネニョ,0,0,0,0,0,1
ヅサウ,0,0,0,0,0,1
グピュネ,0,0,0,0,0,1
ヒャジミャ,0,0,0,0,0,1
ピョズト,0,0,0,0,0,1
ムヘヒ,0,0,0,0,0,1
エヅパ,0,0,0,0,0,1
ヒュビュロ,0,0,0,0,0,1
ギデボ,0,0,0,0,0,1
スビュニャ,0,0,0,0,0,1
ネヒャヴ,0,0,0,0,0,1
ヒャピカ,0,0,0,0,0,1
ダキャヴ,0,0,0,0,0,1
ゥロブ,0,0,0,0,0,1
リョヅォ,0,0,0,0,0,1
ヘニュリョ,0,0,0,0,0,1
ィスチョ,0,0,0,0,0,1
チッラ,0,0,0,0,0,1
サボヨ,0,0,0,0,0,1
ノゾダ,0,0,0,0,0,1
バヂヴ,0,0,0,0,0,1
ルジュビ,0,0,0,0,0,1
ァゾダ,0,0,0,0,0,1
ピャオス,0,0,0,0,0,1
ヅテー,0,0,0,0,0,1
ミョテホ,0,0,0,0,0,1
ムギャシ,0,0,0,0,0,1
アトピャ,0,0,0,0,0,1
チャギャエ,0,0,0,0,0,1
ムリョオ,0,0,0,0,0,1
ポショミョ,0,0,0,0,0,1
ビギョヴ,0,0,0,0,0,1
ゼゥミャ,0,0,0,0,0,1
ーデレ,0,0,0,0,0,1
ジュヂショ,0,0,0,0,0,1
ビャザェ,0,0,0,0,0,1
ノショト,0,0,0,0,0,1
チデチュ,0,0,0,0,0,1
テリョヂ,0,0,0,0,0,1
チャピョト,0,0,0,0,0,1
ペピャヒュ,0,0,0,0,0,1
キョヒャバ,0,0,0,0,0,1
シタヒョ,0,0,0,0,0,1
ネタニュ,0,0,0,0,0,1
ミョニュビョ,0,0,0,0,0,1
ヅギッ,0,0,0,0,0,1
ミョヒョセ,0,0,0,0,0,1
ェジョー,0,0,0,0,0,1
コヅト,0,0,0,0,0,1
ジソショ,0,0,0,0,0,1
ェシヴ,0,0,0,0,0,1
チュギセ,0,0,0,0,0,1
ビャハイ,0,0,0,0,0,1
ーヅキ,0,0,0,0,0,1
ギペヘ,0,0,0,0,0,1
ーグリュ,0,0,0,0,0,1
デクィ,0,0,0,0,0,1
ミュベキュ,0,0,0,0,0,1
ヨフピュ,0,0,0,0,0,1
レジレ,0,0,0,0,0,1
ベネリョ,0,0,0,0,0,1
メピュデ,0,0,0,0,0,1
プパド,0,0,0,0,0,1
スダビャ,0,0,0,0,0,1
ボペパ,0,0,0,0,0,1
ヅゴチュ,0,0,0,0,0,1
ッパゲ,0,0,0,0,0,1
ェコヌ,0,0,0,0,0,1
ビョキャピャ,0,0,0,0,0,1
デポプ,0,0,0,0,0,1
カビャギ,0,0,0,0,0,1
ヴガズ,0,0,0,0,0,1
リャヒャビョ,0,0,0,0,0,1
ニウニ,0,0,0,0,0,1
ナモビ,0,0,0,0,0,1
ィキャナ,0,0,0,0,0,1
