name,male,female,land,horse,monster,none
サシャオ,1,0,0,0,0,0
リョホイ,1,0,0,0,0,0
デーリ,1,0,0,0,0,0
ゼギュロ,1,0,0,0,0,0
スンリャ,0,1,0,0,0,0
トツリ,0,1,0,0,0,0
ギニサ,0,1,0,0,0,0
タヒュネ,0,1,0,0,0,0
オジャコ,0,1,0,0,0,0
エノカ,0,1,0,0,0,0
アズサ,0,1,0,0,0,0
ドーゲ,0,0,0,0,1,0
メカパ,0,0,0,0,1,0
ェメピャ,0,0,0,0,0,1
ピュリリャ,0,0,0,0,0,1
ベワブ,0,0,0,0,0,1
ピャサゼ,0,0,0,0,0,1
ゥナピョ,0,0,0,0,0,1
ザモキャ,0,0,0,0,0,1
ーギャギャ,0,0,0,0,0,1
ドビュヨ,0,0,0,0,0,1
コジャギュ,0,0,0,0,0,1
ビュヒョミュ,0,0,0,0,0,1
フニョミャ,0,0,0,0,0,1
シャゲギュ,0,0,0,0,0,1
リャチュキョ,0,0,0,0,0,1
クニョピャ,0,0,0,0,0,1
ギョビラ,0,0,0,0,0,1
トヘダ,0,0,0,0,0,1
シチャチョ,0,0,0,0,0,1
ミョバメ,0,0,0,0,0,1
トロト,0,0,0,0,0,1
ジチャパ,0,0,0,0,0,1
ビャナル,0,0,0,0,0,1
グウギュ,0,0,0,0,0,1
ヘハペ,0,0,0,0,0,1
グヘキュ,0,0,0,0,0,1
ギョフヅ,0,0,0,0,0,1
キョニャシャ,0,0,0,0,0,1
クブボ,0,0,0,0,0,1
ミュチョネ,0,0,0,0,0,1
ペブボ,0,0,0,0,0,1
ェパズ,0,0,0,0,0,1
ワビュク,0,0,0,0,0,1
ロキュキャ,0,0,0,0,0,1
ハビャサ,0,0,0,0,0,1
ェイオ,0,0,0,0,0,1
ビョビュヒャ,0,0,0,0,0,1
ツチュヨ,0,0,0,0,0,1
グズミ,0,0,0,0,0,1
ソビュビュ,0,0,0,0,0,1
ドヘエ,0,0,0,0,0,1
タズゴ,0,0,0,0,0,1
リョヒャリョ,0,0,0,0,0,1
チュヒャミ,0,0,0,0,0,1
シャコミャ,0,0,0,0,0,1
ミョセチョ,0,0,0,0,0,1
ギュギュハ,0,0,0,0,0,1
ヒャシュキ,0,0,0,0,0,1
ェリャバ,0,0,0,0,0,1
ォテー,0,0,0,0,0,1
ネグピョ,0,0,0,0,0,1
ポヌヌ,0,0,0,0,0,1
ヨペヅ,0,0,0,0,0,1
ノハジョ,0,0,0,0,0,1
クビピ,0,0,0,0,0,1
ギュエシ,0,0,0,0,0,1
ニョチジュ,0,0,0,0,0,1
ボォロ,0,0,0,0,0,1
サニョゲ,0,0,0,0,0,1
ホユニュ,0,0,0,0,0,1
ンジョギ,0,0,0,0,0,1
ンミュミャ,0,0,0,0,0,1
ヂタヴ,0,0,0,0,0,1
ッキョパ,0,0,0,0,0,1
ホケケ,0,0,0,0,0,1
イニジョ,0,0,0,0,0,1
ミモギ,0,0,0,0,0,1
ピュクマ,0,0,0,0,0,1
タイデ,0,0,0,0,0,1
ーピシャ,0,0,0,0,0,1
エボィ,0,0,0,0,0,1
マジョチュ,0,0,0,0,0,1
ブセジュ,0,0,0,0,0,1
ジョヤブ,0,0,0,0,0,1
モシニョ,0,0,0,0,0,1
キュゾユ,0,0,0,0,0,1
ミョギギャ,0,0,0,0,0,1
ギュモヨ,0,0,0,0,0,1
シピョフ,0,0,0,0,0,1
キデビュ,0,0,0,0,0,1
ワヂビャ,0,0,0,0,0,1
ギャフチュ,0,0,0,0,0,1
ジュニヒ,0,0,0,0,0,1
フグビュ,0,0,0,0,0,1
ダベヒャ,0,0,0,0,0,1
ジュヨヘ,0,0,0,0,0,1
ウゥベ,0,0,0,0,0,1
ハゥア,0,0,0,0,0,1
ピャヨモ,0,0,0,0,0,1
