name,male,female,land,horse,monster,none
リカヒ,1,0,0,0,0,0
ルエオ,1,0,0,0,0,0
ヨシュム,1,0,0,0,0,0
スオリュ,1,0,0,0,0,0
バノシ,1,0,0,0,0,0
キャラフ,1,0,0,0,0,0
ハルベ,1,0,0,0,0,0
ニョロシャ,1,0,0,0,0,0
ミクト,1,0,0,0,0,0
ケイツ,1,0,0,0,0,0
パッル,1,0,0,0,0,0
ロスゴ,1,0,0,0,0,0
チャテン,0,1,0,0,0,0
コルヒ,0,1,0,0,0,0
オテハ,0,1,0,0,0,0
ニマヤ,0,1,0,0,0,0
ケネァ,0,1,0,0,0,0
マヨヒャ,0,1,0,0,0,0
チャアホ,0,0,1,0,0,0
ウセソ,0,0,1,0,0,0
エトベ,0,0,1,0,0,0
スンバ,0,0,1,0,0,0
コオキョ,0,0,1,0,0,0
ワピュン,0,0,1,0,0,0
ピキニ,0,0,0,1,0,0
ウォバ,0,0,0,0,0,1
ビュミャニ,0,0,0,0,0,1
ヌムパ,0,0,0,0,0,1
デピョヌ,0,0,0,0,0,1
パエソ,0,0,0,0,0,1
ニョミュヤ,0,0,0,0,0,1
キヘミュ,0,0,0,0,0,1
ゼチョキュ,0,0,0,0,0,1
ァビュプ,0,0,0,0,0,1
モユベ,0,0,0,0,0,1
ヨチャド,0,0,0,0,0,1
ユユフ,0,0,0,0,0,1
ミャナギ,0,0,0,0,0,1
ィヨギョ,0,0,0,0,0,1
ピュビパ,0,0,0,0,0,1
ールギャ,0,0,0,0,0,1
ニゾイ,0,0,0,0,0,1
ビウッ,0,0,0,0,0,1
ズガチョ,0,0,0,0,0,1
ノアヒュ,0,0,0,0,0,1
ヂリャギ,0,0,0,0,0,1
ーバコ,0,0,0,0,0,1
コペェ,0,0,0,0,0,1
ピミャミャ,0,0,0,0,0,1
セサニャ,0,0,0,0,0,1
ベウバ,0,0,0,0,0,1
ヅフヨ,0,0,0,0,0,1
キャヨケ,0,0,0,0,0,1
チョルビャ,0,0,0,0,0,1
ロピタ,0,0,0,0,0,1
リョグヤ,0,0,0,0,0,1
ジョゾキャ,0,0,0,0,0,1
リャムク,0,0,0,0,0,1
シュビョギョ,0,0,0,0,0,1
ヂッリョ,0,0,0,0,0,1
ソポコ,0,0,0,0,0,1
ヒュダシャ,0,0,0,0,0,1
ゥミシュ,0,0,0,0,0,1
ヒョニコ,0,0,0,0,0,1
ピュジョミュ,0,0,0,0,0,1
グダリョ,0,0,0,0,0,1
ダジチョ,0,0,0,0,0,1
ビャギョェ,0,0,0,0,0,1
ゥリヒョ,0,0,0,0,0,1
ゥヨマ,0,0,0,0,0,1
ジャデチャ,0,0,0,0,0,1
セリョズ,0,0,0,0,0,1
ボリョァ,0,0,0,0,0,1
ボアヤ,0,0,0,0,0,1
チゾダ,0,0,0,0,0,1
サヂユ,0,0,0,0,0,1
モニャポ,0,0,0,0,0,1
ニョベハ,0,0,0,0,0,1
マヂギャ,0,0,0,0,0,1
ニャリャア,0,0,0,0,0,1
ギツチョ,0,0,0,0,0,1
ヒョニョセ,0,0,0,0,0,1
ワソー,0,0,0,0,0,1
ワヂテ,0,0,0,0,0,1
エジョパ,0,0,0,0,0,1
ァロザ,0,0,0,0,0,1
リャヅピュ,0,0,0,0,0,1
キョギュダ,0,0,0,0,0,1
コワギュ,0,0,0,0,0,1
フヤワ,0,0,0,0,0,1
タピピ,0,0,0,0,0,1
ヴゼキョ,0,0,0,0,0,1
ミャヒャヨ,0,0,0,0,0,1
ナチョチョ,0,0,0,0,0,1
ヒョネショ,0,0,0,0,0,1
ピョロノ,0,0,0,0,0,1
チョペニョ,0,0,0,0,0,1
ミュニュビャ,0,0,0,0,0,1
ヒュミャド,0,0,0,0,0,1
ホヒョユ,0,0,0,0,0,1
