name,male,female,land,horse,monster,none
ダオジ,1,0,0,0,0,0
オザツ,1,0,0,0,0,0
ヘモチ,1,0,0,0,0,0
ユスゲ,1,0,0,0,0,0
サリオ,1,0,0,0,0,0
ゲネト,1,0,0,0,0,0
ベレス,0,1,0,0,0,0
キロメ,0,1,0,0,0,0
ナシュマ,0,1,0,0,0,0
ユエピ,0,1,0,0,0,0
キュルユ,0,1,0,0,0,0
グシナ,0,1,0,0,0,0
ノオヨ,0,1,0,0,0,0
ギュクネ,0,1,0,0,0,0
テリヌ,0,1,0,0,0,0
イバリュ,0,0,1,0,0,0
クニジョ,0,0,1,0,0,0
リュザン,0,0,1,0,0,0
メアワ,0,0,1,0,0,0
トカモ,0,0,1,0,0,0
ギョヘキ,0,0,1,0,0,0
ワダペ,0,0,0,0,0,1
ピュキャギュ,0,0,0,0,0,1
ダヤギュ,0,0,0,0,0,1
ネペツ,0,0,0,0,0,1
ジャビリャ,0,0,0,0,0,1
ーザマ,0,0,0,0,0,1
ゴケス,0,0,0,0,0,1
ズィヂ,0,0,0,0,0,1
ホグチュ,0,0,0,0,0,1
ミプソ,0,0,0,0,0,1
ギュゲベ,0,0,0,0,0,1
ヘヒャジ,0,0,0,0,0,1
ンレビャ,0,0,0,0,0,1
カヴゥ,0,0,0,0,0,1
ンチュタ,0,0,0,0,0,1
ヒュチャキュ,0,0,0,0,0,1
リミョジャ,0,0,0,0,0,1
ツジャオ,0,0,0,0,0,1
ピャゲヅ,0,0,0,0,0,1
ビャヒュサ,0,0,0,0,0,1
ルピュァ,0,0,0,0,0,1
ミョキャギョ,0,0,0,0,0,1
ラビガ,0,0,0,0,0,1
リプユ,0,0,0,0,0,1
ヂコミュ,0,0,0,0,0,1
ギュカゼ,0,0,0,0,0,1
ヒョデオ,0,0,0,0,0,1
チセギュ,0,0,0,0,0,1
キョザァ,0,0,0,0,0,1
メシャギャ,0,0,0,0,0,1
サヅン,0,0,0,0,0,1
アクヒョ,0,0,0,0,0,1
ギミョピ,0,0,0,0,0,1
ナヌキョ,0,0,0,0,0,1
リョゼエ,0,0,0,0,0,1
プジョミャ,0,0,0,0,0,1
ザピミュ,0,0,0,0,0,1
フゴロ,0,0,0,0,0,1
サソサ,0,0,0,0,0,1
ニミビュ,0,0,0,0,0,1
ハフジュ,0,0,0,0,0,1
ダビビ,0,0,0,0,0,1
シピョサ,0,0,0,0,0,1
ーユパ,0,0,0,0,0,1
ビャロヴ,0,0,0,0,0,1
フミュヂ,0,0,0,0,0,1
ゴゥケ,0,0,0,0,0,1
ヌミュゥ,0,0,0,0,0,1
ヴドピョ,0,0,0,0,0,1
チュメモ,0,0,0,0,0,1
ルヒョシ,0,0,0,0,0,1
ピャコメ,0,0,0,0,0,1
ギカト,0,0,0,0,0,1
デリャユ,0,0,0,0,0,1
ミァブ,0,0,0,0,0,1
ギョナサ,0,0,0,0,0,1
ゼパジョ,0,0,0,0,0,1
ピュヌツ,0,0,0,0,0,1
トピュミュ,0,0,0,0,0,1
チャオチャ,0,0,0,0,0,1
ピュノホ,0,0,0,0,0,1
ァゥチ,0,0,0,0,0,1
ピキカ,0,0,0,0,0,1
ゼヤズ,0,0,0,0,0,1
ギボツ,0,0,0,0,0,1
ヒョヘソ,0,0,0,0,0,1
ェゴギョ,0,0,0,0,0,1
ヒュヒョギュ,0,0,0,0,0,1
リュハギュ,0,0,0,0,0,1
ドケッ,0,0,0,0,0,1
ッコッ,0,0,0,0,0,1
イヂチュ,0,0,0,0,0,1
プィグ,0,0,0,0,0,1
ジピャチ,0,0,0,0,0,1
ショシヒャ,0,0,0,0,0,1
ダピャジ,0,0,0,0,0,1
ジュニュチャ,0,0,0,0,0,1
ユケピュ,0,0,0,0,0,1
ギミャチ,0,0,0,0,0,1
